email,species,dateTime,longitude,latitude,stateName
mgaltone68@jigsy.com,Amphispiza quinquestriata,2021-06-15 21:35:04,-117.8264,33.6607,California
cschankelborg6w@dropbox.com,Pseudoscops clamator,2021-09-07 23:18:23,-86.8219,36.0986,Tennessee
tspriggingbr@google.es,Lurocalis semitorquatus,2021-07-07 10:26:57,-84.3448,39.1848,Ohio
tmulder8z@skype.com,Trogon collaris,2021-08-20 12:31:02,-84.4204,39.1802,Ohio
sklampkb9@uiuc.edu,Hydrobates leucorhous,2021-08-17 07:37:27,-77.4366,38.3365,Virginia
lverduin8h@ox.ac.uk,Pseudotriccus pelzelni,2021-11-09 02:10:35,-80.8441,41.2405,Ohio
bcoady25@dropbox.com,Uropsila leucogastra,2022-01-19 09:24:38,-72.9275,41.3657,Connecticut
cblaszczyk6r@livejournal.com,Setophaga dominica,2021-10-12 02:12:16,-77.0146,38.8933,District of Columbia
mdoyley9m@fc2.com,Ardea cinerea,2021-04-07 04:56:39,-80.2153,25.9894,Florida
mgaltone68@jigsy.com,Bartramia longicauda,2021-10-09 12:03:44,-84.5244,42.7371,Michigan
rdedon5a@adobe.com,Chlorophonia elegantissima,2022-01-01 20:09:46,-80.1683,26.6104,Florida
stwentyman71@posterous.com,Pternistis erckelii,2022-02-20 07:30:40,-83.2058,42.4981,Michigan
djaquiss9d@netlog.com,Allenia fusca,2021-12-07 06:03:28,-81.6394,38.354,West Virginia
dbuist8t@independent.co.uk,Odontophorus guttatus,2021-09-09 19:22:03,-96.3829,42.5032,Iowa
tcardew1e@parallels.com,Rhynchocyclus brevirostris,2021-11-10 18:57:47,-83.0643,42.5125,Michigan
vsmidmoor2h@bigcartel.com,Accipiter cooperii,2022-03-19 13:38:05,-81.7334,26.3771,Florida
nsmitten8b@hhs.gov,Turdus swalesi,2021-12-29 13:21:30,-81.6394,38.354,West Virginia
dandrivotct@cloudflare.com,Sturnella neglecta,2021-11-26 19:14:03,-117.0947,32.7423,California
szecchiidf@samsung.com,Nannopterum brasilianum,2021-10-12 23:45:25,-84.2819,33.8123,Georgia
aoreagan3c@cbsnews.com,Psarocolius montezuma,2021-07-08 02:07:46,-71.4594,42.4464,Massachusetts
tkinghorne4y@bing.com,Chlorothraupis carmioli,2021-11-30 19:39:15,-84.2422,34.0268,Georgia
djorg9w@jimdo.com,Dendrocincla homochroa,2021-07-31 10:22:00,-77.0146,38.8933,District of Columbia
dbuist8t@independent.co.uk,Telespiza ultima,2021-09-06 16:48:02,-73.9791,40.7524,New York
yloinescu@oakley.com,Lampornis sybillae,2021-10-19 14:41:04,-78.4924,38.0339,Virginia
ddurlings@wisc.edu,Poecile gambeli,2021-08-20 00:04:26,-98.4616,29.4375,Texas
hsciacovelli1k@craigslist.org,Aphelocoma ultramarina,2021-09-02 04:30:50,-93.1216,44.9608,Minnesota
nweldrick2w@nih.gov,Colinus nigrogularis,2021-08-15 13:47:24,-88.2971,41.7582,Illinois
kdaingerfield14@bloglines.com,Oncostoma cinereigulare,2021-08-23 13:39:45,-81.6394,38.354,West Virginia
echattawayd4@army.mil,Oceanites oceanicus,2021-06-26 08:31:34,-86.1924,39.7509,Indiana
mnield1y@cyberchimps.com,Setophaga vitellina,2021-06-11 02:20:13,-119.1343,34.0324,California
kcrinagebe@vimeo.com,Coccyzus longirostris,2021-06-30 14:38:08,-95.3668,29.7575,Texas
kcerie18@vinaora.com,Ardea alba,2021-04-04 04:29:38,-81.5264,29.9475,Florida
aofihillie13@loc.gov,Acrocephalus familiaris,2021-10-29 13:59:07,-77.4959,37.625,Virginia
ltorns75@odnoklassniki.ru,Chaetura meridionalis,2021-08-01 18:38:29,-77.6843,43.286,New York
fdumsdaya5@ed.gov,Phylloscartes flavovirens,2021-08-13 23:28:48,-76.2686,36.8586,Virginia
jshevelin6k@state.gov,Selasphorus platycercus,2021-06-23 23:21:30,-97.2915,32.7714,Texas
dlefeveraf@msu.edu,Milvus migrans,2021-09-23 23:32:14,-80.4497,25.7274,Florida
lmatignon4o@weather.com,Phoebastria irrorata,2021-11-02 01:34:18,-95.4695,30.0505,Texas
kdaingerfield14@bloglines.com,Cantorchilus leucotis,2022-01-08 11:49:51,-95.6106,29.9319,Texas
njays93@hao123.com,Myiopagis viridicata,2022-01-24 07:47:58,-92.344,34.7269,Arkansas
mkingwell6l@abc.net.au,Lampornis hemileucus,2021-09-13 08:44:22,-88.0935,42.0144,Illinois
ephilp7g@scribd.com,Tyrannulus elatus,2022-01-05 14:44:29,-73.968,40.7611,New York
ghagyardce@skype.com,Zentrygon lawrencii,2021-05-24 12:19:09,-105.3735,40.0878,Colorado
imallonav@drupal.org,Chloroceryle amazona,2021-10-10 12:46:35,-84.2024,39.8285,Ohio
jstopford7h@shinystat.com,Cantorchilus leucotis,2021-07-02 02:43:51,-73.9755,40.7526,New York
rdedon5a@adobe.com,Momotus coeruliceps,2021-07-12 22:02:19,-83.1545,42.2719,Michigan
gbecraftaz@telegraph.co.uk,Dendrortyx macroura,2021-11-01 09:28:45,-76.8752,40.2785,Pennsylvania
kaldwich65@tinyurl.com,Tinamus major,2021-12-23 08:38:31,-97.4798,35.6665,Oklahoma
athundermand6@hostgator.com,Euodice malabarica,2021-08-19 09:01:18,-76.3199,37.0318,Virginia
mspataro47@globo.com,Poecile carolinensis,2021-09-21 02:54:58,-77.0401,38.8981,District of Columbia
eandriolia3@technorati.com,Hydrobates macrodactylus,2021-07-08 14:30:38,-117.9086,33.8359,California
emcgeaghe@google.com.hk,Chlidonias niger,2022-01-13 12:18:16,-104.5523,38.1286,Colorado
akirby9f@mozilla.org,Cardellina canadensis,2021-06-02 15:39:23,-86.6655,33.5452,Alabama
tfeaviour3v@skyrock.com,Elaenia chiriquensis,2022-03-04 22:47:27,-86.6655,33.5452,Alabama
aletertre9s@networkadvertising.org,Melanerpes erythrocephalus,2021-07-10 23:25:00,-80.0244,36.0807,North Carolina
adevonportab@boston.com,Empidonax traillii,2021-08-28 03:36:21,-85.1757,35.0942,Tennessee
psutherel2v@mozilla.org,Crax rubra,2021-10-25 08:40:10,-76.3012,40.0418,Pennsylvania
hsimonite62@amazon.com,Buteogallus gundlachii,2021-06-24 20:44:44,-116.9852,32.6513,California
cgheraldidj@sbwire.com,Tyrannulus elatus,2021-05-04 10:26:20,-76.5515,39.0305,Maryland
mcowburn5d@cnbc.com,Chlorophonia occipitalis,2021-04-21 07:34:18,-92.2847,34.8272,Arkansas
rmothersdale28@gov.uk,Nesophlox evelynae,2021-09-12 19:54:46,-95.5803,29.9781,Texas
stwentyman71@posterous.com,Siphonorhis brewsteri,2021-08-27 13:11:05,-121.9554,37.7772,California
njays93@hao123.com,Melopyrrha grandis,2021-10-09 23:38:18,-81.692,30.3584,Florida
rskinnera@blog.com,Cerorhinca monocerata,2021-08-21 03:08:33,-73.5143,41.0516,Connecticut
bmulliss3k@imgur.com,Junco phaeonotus,2021-10-29 15:01:54,-96.7652,32.7942,Texas
mdoyley9m@fc2.com,Hylopezus dives,2021-06-20 16:17:40,-85.6768,38.189,Kentucky
kaldwich65@tinyurl.com,Lampornis calolaemus,2022-02-20 05:12:38,-86.2434,32.3834,Alabama
mmayned0@newsvine.com,Coccyzus euleri,2021-05-04 00:16:28,-90.3811,38.5495,Missouri
cklemt9k@cocolog-nifty.com,Myrmeciza zeledoni,2021-09-25 23:24:58,-84.1529,33.9845,Georgia
croony9j@comsenz.com,Pica hudsonia,2022-02-25 03:13:43,-81.7556,30.2231,Florida
lredgrove2a@japanpost.jp,Megascops choliba,2022-03-30 10:28:09,-97.4075,35.5514,Oklahoma
jhaughey8i@theatlantic.com,Micromonacha lanceolata,2021-11-23 19:08:37,-90.2435,38.6531,Missouri
alune2r@ow.ly,Coccyzus lansbergi,2021-09-05 10:12:19,-95.4854,29.6518,Texas
jbriscam27@abc.net.au,Thalurania colombica,2022-01-10 12:31:51,-97.425,37.6333,Kansas
arottcher6@amazon.de,Euphagus carolinus,2021-05-17 00:13:19,-73.9708,42.6149,New York
dcallumdo@topsy.com,Thalassarche cauta,2021-07-12 07:23:51,-84.3958,33.9335,Georgia
vhailes4s@nba.com,Melanotis hypoleucus,2021-07-13 21:24:48,-118.3022,34.0665,California
btotterdill2g@sitemeter.com,Formicarius analis,2021-04-04 20:33:34,-100.7805,46.8165,North Dakota
scotesfordbs@wordpress.com,Rallus crepitans,2021-10-24 13:47:18,-88.0604,43.0746,Wisconsin
ephilp7g@scribd.com,Corvus monedula,2021-11-08 16:39:53,-93.2951,37.1803,Missouri
seliezbx@flavors.me,Setophaga occidentalis,2021-04-09 12:53:36,-76.0237,36.8282,Virginia
mgatherell24@answers.com,Setophaga discolor,2022-03-27 16:38:50,-71.0132,43.0059,New Hampshire
mgatherell24@answers.com,Ardea cinerea,2021-04-12 06:14:56,-157.8607,21.3068,Hawaii
nweldrick2w@nih.gov,Cyphorhinus phaeocephalus,2021-05-18 11:59:47,-77.0162,38.905,District of Columbia
aelleyne96@marriott.com,Ardenna pacifica,2021-05-09 00:41:28,-92.1022,38.9033,Missouri
rglenny8w@fotki.com,Artemisiospiza belli,2022-01-18 01:32:43,-83.7856,39.9106,Ohio
jbriscam27@abc.net.au,Chaetura martinica,2021-06-02 11:48:45,-83.0643,42.5125,Michigan
tmulder8z@skype.com,Aphelocoma ultramarina,2022-02-25 03:37:49,-105.0795,39.6472,Colorado
mcowburn5d@cnbc.com,Asio clamator,2021-10-01 06:27:08,-104.7874,39.6255,Colorado
oholtawaydd@sogou.com,Psarocolius wagleri,2021-06-24 12:45:16,-98.6006,29.5189,Texas
ralywincx@ustream.tv,Thamnophilus nigriceps,2021-06-11 05:44:50,-96.7776,32.7673,Texas
ssegravebq@bigcartel.com,Gymnasio nudipes,2021-04-21 09:47:18,-120.0188,38.8753,California
kwillingale3e@businessweek.com,Melanerpes pygmaeus,2021-06-26 08:14:14,-119.8016,36.7991,California
psidlow7t@naver.com,Leptodon cayanensis,2022-03-19 13:42:49,-98.4128,29.4106,Texas
aroutley4l@newyorker.com,Eremophila alpestris,2021-05-16 19:31:56,-85.6768,38.189,Kentucky
cgheraldidj@sbwire.com,Cardellina rubra,2021-05-09 22:14:18,-93.0828,44.9427,Minnesota
asarfati56@timesonline.co.uk,Chlorestes eliciae,2021-12-29 21:52:14,-90.0901,29.6779,Louisiana
emcgeaghe@google.com.hk,Panyptila cayennensis,2021-05-11 17:04:11,-85.0707,41.0938,Indiana
afridlington1o@mysql.com,Ardea cocoi,2021-07-26 19:30:18,-80.8042,35.26,North Carolina
gtwyning51@ibm.com,Muscicapa striata,2021-12-05 01:37:50,-121.4444,38.3774,California
dtremble5o@about.me,Tringa stagnatilis,2021-08-23 23:59:29,-95.4342,29.834,Texas
gweathersu@rakuten.co.jp,Himatione sanguinea,2021-09-05 07:16:36,-84.3211,30.4478,Florida
fmoorman9@exblog.jp,Zonotrichia atricapilla,2021-07-09 23:48:03,-84.474,33.8444,Georgia
